Date,Open,High,Low,Close,Adj Close,Volume
2024-03-13,71500.0,73757.0,71360.0,73134.5,73134.5,407477600
2024-03-14,73134.5,73927.5,68522.0,71324.5,71324.5,883999800
2024-03-15,71324.5,72428.0,65536.0,69506.5,69506.5,1081435400
2024-03-16,69506.5,70059.5,64720.5,65273.5,65273.5,465956300
2024-03-17,65273.5,68919.5,64560.0,68362.5,68362.5,521087300
2024-03-18,68362.5,68978.5,66512.5,67621.0,67621.0,569116900
2024-03-19,67621.0,68139.5,61527.0,61929.5,61929.5,1153537600
2024-03-20,61929.5,68147.0,60803.0,67898.5,67898.5,830366400
2024-03-21,67898.5,68280.5,64547.0,65502.5,65502.5,463036000
2024-03-22,65502.5,66683.5,62300.0,63859.5,63859.5,576424000
2024-03-23,63859.5,66082.5,63031.5,64021.0,64021.0,331895600
2024-03-24,64021.0,67718.5,63828.0,67263.0,67263.0,391605000
2024-03-25,67263.0,71249.5,66423.0,69952.0,69952.0,601000400
2024-03-26,69952.0,71669.5,69350.0,70037.0,70037.0,434121000
2024-03-27,70037.0,71874.0,68420.5,69475.0,69475.0,590612800
2024-03-28,69475.0,69632.0,69384.0,69632.0,69632.0,2287700
